,customer_id,Action,Animation,Children,Classics,Comedy,Documentary,Drama,Family,Foreign,Games,Horror,Music,New,Sci-Fi,Sports,Travel,cluster
346,347.0,3,0,2,3,2,1,3,1,0,4,1,2,0,2,4,2,14
347,348.0,5,5,1,0,2,5,4,2,2,1,1,4,2,1,1,0,8
348,349.0,1,0,2,0,1,2,2,0,4,4,1,2,3,0,3,4,3
349,350.0,3,3,1,0,0,1,1,2,0,1,2,4,1,0,2,2,7
350,351.0,1,1,1,2,2,2,1,3,2,4,0,0,1,0,4,0,12
351,352.0,1,2,0,0,1,2,1,2,3,2,1,3,1,1,2,1,0
352,353.0,0,3,0,1,1,2,2,1,0,2,0,1,2,1,1,1,11
353,354.0,3,2,3,3,1,6,6,0,2,2,1,1,0,4,2,0,12
354,355.0,3,1,0,1,0,0,1,0,3,1,2,2,2,2,1,1,12
355,356.0,3,0,2,2,0,4,1,2,6,3,0,0,2,0,3,2,9
356,357.0,0,1,0,1,0,3,4,4,0,2,1,0,3,2,2,3,12
357,358.0,1,2,1,0,4,2,0,3,1,1,2,0,0,0,3,1,12
358,359.0,0,0,1,2,1,4,2,2,0,2,0,3,2,2,3,1,14
359,360.0,3,3,2,1,0,0,2,1,2,4,2,3,5,2,2,2,8
360,361.0,4,2,4,0,0,3,0,3,5,2,3,0,2,1,1,1,6
361,362.0,1,4,3,2,2,2,1,2,2,3,0,0,2,2,5,1,0
362,363.0,6,1,2,1,4,0,1,2,3,1,1,2,0,1,1,3,3
363,364.0,4,3,0,4,1,2,0,2,2,2,0,0,0,0,3,0,2
364,365.0,0,3,2,0,0,1,1,3,1,1,1,3,2,0,2,3,4
365,366.0,3,1,1,3,2,2,2,2,2,0,2,2,2,5,5,3,3
366,367.0,1,1,3,2,1,0,0,2,3,2,3,1,1,0,2,0,5
367,368.0,1,4,2,2,4,1,3,1,2,1,2,2,3,2,3,2,8
368,369.0,1,0,1,3,1,1,4,5,3,0,0,0,1,2,1,2,10
369,370.0,3,3,2,1,0,0,1,2,1,2,1,1,0,1,1,0,2
370,371.0,3,4,2,3,2,1,0,2,2,1,1,3,1,4,5,1,4
371,372.0,5,0,4,2,2,3,0,1,3,5,1,1,1,2,2,2,3
372,373.0,2,6,2,1,2,1,2,3,3,2,4,0,4,1,2,0,6
373,374.0,2,3,2,1,1,1,1,3,2,1,1,3,0,2,2,3,0
374,375.0,2,0,0,2,2,0,1,2,3,1,3,1,0,0,0,7,9
375,376.0,2,0,1,4,1,3,1,3,0,2,0,1,3,2,2,3,13
376,377.0,0,1,2,4,1,1,3,3,1,1,0,0,4,1,2,2,10
377,378.0,2,2,2,1,3,2,1,1,0,0,1,2,0,1,1,0,14
378,379.0,1,2,1,1,3,2,1,1,3,0,0,1,2,3,2,0,12
379,380.0,3,5,0,2,3,2,1,2,6,1,0,1,2,3,3,2,1
380,381.0,1,4,3,2,1,1,3,3,0,3,0,3,2,4,0,5,14
381,382.0,2,2,1,3,0,5,1,1,1,0,1,1,2,2,1,1,2
382,383.0,1,5,4,4,3,0,0,1,1,0,1,4,2,1,0,0,4
383,384.0,2,0,3,1,1,1,3,0,5,1,2,3,0,1,2,0,1
384,385.0,1,0,0,0,3,1,0,0,2,3,2,2,0,4,4,4,0
385,386.0,3,2,5,3,0,2,1,1,2,0,0,4,2,2,0,2,4
386,387.0,1,1,0,1,3,2,2,1,1,4,2,1,1,2,1,3,12
387,388.0,3,3,2,2,1,2,2,3,0,1,1,3,3,0,3,1,4
388,389.0,1,2,1,3,2,1,2,1,2,1,2,1,2,2,3,0,12
389,390.0,2,5,2,0,3,0,1,3,0,4,1,5,1,2,1,3,7
390,391.0,3,3,2,3,1,2,1,2,1,0,1,0,1,5,3,2,12
391,392.0,0,3,2,2,1,1,2,3,1,2,0,1,1,1,2,1,2
392,393.0,4,3,2,2,1,0,2,0,4,3,1,1,3,2,1,2,3
393,394.0,4,2,1,1,1,3,1,1,0,0,1,1,1,2,2,1,14
394,395.0,2,0,1,0,2,0,3,1,1,0,1,4,0,3,1,0,14
395,396.0,0,4,2,3,3,4,3,1,2,0,1,0,3,1,0,0,5
396,397.0,2,3,1,1,0,1,4,0,2,2,2,2,1,3,1,4,0
397,398.0,2,0,3,0,1,0,1,0,3,0,0,1,2,0,1,2,12
398,399.0,1,0,2,1,0,2,3,1,3,0,1,0,0,0,3,4,5
399,400.0,1,2,1,1,4,2,2,1,1,2,1,1,1,4,1,3,2
400,401.0,1,2,2,1,1,3,2,1,1,1,2,1,2,0,1,0,0
401,402.0,1,1,2,1,1,0,3,1,1,0,0,1,3,2,2,1,2
402,403.0,1,1,2,4,2,4,1,2,5,1,2,2,0,5,1,2,9
403,404.0,1,5,0,1,1,5,1,0,5,2,0,2,1,1,3,2,8
404,405.0,1,2,0,2,0,6,1,0,2,4,1,2,4,1,3,3,4
405,406.0,1,7,2,3,3,3,3,0,1,0,2,2,3,1,1,0,8
406,407.0,3,2,0,3,0,1,2,0,2,4,1,1,4,2,2,0,2
407,408.0,0,1,6,4,3,1,2,4,0,3,0,0,1,0,2,3,2
408,409.0,1,2,2,1,2,2,2,2,0,2,0,2,0,2,2,1,14
409,410.0,6,2,1,0,3,1,4,6,2,3,1,2,0,4,2,1,3
410,411.0,1,7,1,0,1,2,3,3,1,0,0,2,0,2,3,0,4
411,412.0,5,0,1,2,3,0,2,3,0,0,0,0,0,1,1,3,13
412,413.0,2,2,3,0,2,0,1,2,2,1,2,0,1,2,0,1,5
413,414.0,1,0,1,1,1,0,2,3,1,2,3,2,2,0,1,5,3
414,415.0,2,1,3,1,2,2,2,1,0,1,1,0,1,1,4,1,14
415,416.0,3,1,2,3,2,3,3,1,1,1,3,1,0,3,2,2,5
416,417.0,4,5,0,0,2,2,1,0,0,0,1,1,4,4,1,0,14
417,418.0,0,1,1,2,2,4,1,2,5,1,3,1,3,1,2,1,6
418,419.0,1,3,1,3,0,3,1,0,1,2,1,2,1,3,2,1,11
419,420.0,3,2,1,2,1,1,0,0,0,2,2,2,0,2,2,1,14
420,421.0,0,2,0,1,3,1,3,1,1,0,3,1,0,4,3,4,12
421,422.0,0,0,2,2,1,1,3,1,3,4,1,2,0,4,0,2,10
422,423.0,2,0,2,1,0,2,3,2,1,2,2,3,0,2,2,2,0
423,424.0,3,4,1,1,1,4,6,2,1,2,0,0,2,0,1,2,0
424,425.0,3,2,0,2,0,2,3,2,1,1,1,1,2,1,1,4,2
425,426.0,2,2,2,2,0,3,0,1,1,2,3,2,2,1,2,2,0
426,427.0,1,1,3,2,2,6,0,2,0,1,2,1,0,0,2,1,2
427,428.0,2,1,0,2,1,3,2,1,0,1,2,3,0,0,1,1,14
428,429.0,1,0,0,2,3,1,2,2,3,1,2,0,0,1,1,2,9
429,430.0,0,2,1,2,3,0,2,2,0,0,2,2,2,1,0,3,2
430,431.0,2,3,3,2,3,1,0,2,0,0,0,1,2,0,3,1,14
431,432.0,2,0,1,0,0,2,1,3,0,4,0,3,2,2,1,2,14
432,433.0,3,0,1,0,0,2,1,1,3,3,1,2,3,1,2,2,0
433,434.0,2,4,0,2,3,0,3,1,2,4,1,2,1,2,0,0,12
434,435.0,2,3,1,2,2,1,2,0,2,1,0,2,0,2,2,3,14
435,436.0,1,5,1,0,4,1,2,1,1,3,2,2,3,1,0,3,8
436,437.0,2,1,1,0,3,1,0,0,5,3,0,0,2,1,2,2,5
437,438.0,2,4,1,2,3,3,3,2,2,4,2,2,0,1,1,1,3
438,439.0,3,3,3,3,0,0,4,6,3,2,2,2,1,2,1,1,1
439,440.0,2,2,1,1,0,1,4,0,2,2,1,2,2,0,1,1,0
440,441.0,2,1,2,1,3,1,2,1,0,1,0,1,7,4,1,1,14
441,442.0,1,5,2,0,3,2,5,1,2,1,2,1,3,1,2,1,8
442,443.0,2,4,1,0,1,1,2,2,1,2,2,1,0,2,0,1,12
443,444.0,2,1,1,0,2,1,1,5,2,2,2,1,1,2,5,2,3
444,445.0,1,5,2,0,0,2,1,3,2,0,2,0,0,4,2,2,5
445,446.0,3,1,3,3,2,2,0,1,6,1,3,2,0,2,2,0,6
446,447.0,3,3,2,0,3,2,3,2,0,3,1,2,3,1,1,0,4
447,448.0,3,2,1,3,3,0,3,2,0,2,2,2,1,0,1,4,0
448,449.0,0,1,0,2,1,2,1,2,1,1,4,1,1,1,2,0,5
449,450.0,1,0,0,2,0,2,4,1,2,3,1,2,4,3,1,0,12
450,451.0,3,1,2,3,0,1,2,4,3,1,3,0,1,5,3,1,9
451,452.0,4,1,3,0,0,1,4,3,2,2,1,1,3,4,2,1,3
452,453.0,2,2,2,1,1,1,0,2,1,1,2,2,3,0,2,1,0
453,454.0,1,1,1,1,3,2,1,1,2,2,2,4,1,2,7,2,8
454,455.0,1,1,2,1,1,3,1,3,0,1,1,2,3,3,1,0,2
455,456.0,1,0,0,2,0,1,2,2,1,2,0,2,2,5,1,4,13
456,457.0,2,2,0,0,3,0,4,1,2,2,2,4,2,1,3,0,8
457,458.0,1,0,1,2,2,2,2,0,3,0,0,1,1,2,1,1,13
458,459.0,4,0,1,3,5,3,0,5,2,3,4,3,0,2,1,2,1
459,460.0,1,3,1,0,1,1,2,2,2,0,3,2,1,2,1,3,3
460,461.0,0,4,2,1,2,1,2,1,1,3,0,0,3,6,2,0,2
461,462.0,1,4,3,3,2,0,1,2,3,3,4,2,2,1,1,1,1
462,463.0,1,3,2,2,0,2,3,2,1,1,2,2,0,4,0,0,12
463,464.0,2,2,0,1,2,0,1,0,2,1,2,1,2,0,0,0,12
464,465.0,1,2,2,1,2,0,1,1,3,3,0,0,1,0,0,0,10
465,466.0,1,0,1,0,2,2,2,1,2,3,3,2,1,0,1,2,3
466,467.0,1,1,5,1,1,2,1,1,1,3,2,2,1,1,3,3,4
467,468.0,3,7,1,3,1,2,2,4,3,1,1,1,1,3,5,1,3
468,469.0,0,2,1,2,1,3,2,3,6,9,3,1,3,0,1,3,6
469,470.0,5,3,2,0,2,0,1,1,1,4,0,1,1,3,4,4,4
470,471.0,1,1,2,3,2,2,2,1,0,0,3,5,1,1,3,0,4
471,472.0,3,4,0,1,4,1,2,2,1,3,0,6,0,0,1,2,7
472,473.0,4,1,2,1,3,0,3,2,5,1,1,2,2,1,1,5,1
473,474.0,3,3,2,0,2,1,1,4,1,1,2,0,2,3,1,0,5
474,475.0,3,2,0,3,0,3,0,2,2,4,0,2,0,1,2,0,11
475,476.0,0,3,2,0,0,1,1,3,2,2,0,1,1,3,1,2,2
476,477.0,2,3,2,1,2,1,0,1,1,2,0,0,0,1,3,3,11
477,478.0,3,2,1,3,2,2,0,1,2,0,0,0,0,2,1,0,13
478,479.0,0,1,3,3,4,2,1,0,3,1,4,1,1,2,4,1,1
479,480.0,2,1,1,4,2,2,0,1,1,0,1,1,2,1,1,2,13
480,481.0,2,2,3,0,1,1,1,1,0,6,2,4,0,1,2,3,7
481,482.0,2,1,1,2,0,2,3,2,5,2,1,1,1,3,3,0,9
482,483.0,1,2,2,0,4,1,2,0,1,0,0,2,1,1,1,0,14
483,484.0,2,2,3,1,2,1,4,1,1,1,1,2,1,1,4,3,4
484,485.0,0,4,4,1,1,1,4,1,2,3,1,0,1,1,1,4,12
485,486.0,2,0,3,1,2,2,3,3,2,2,1,1,0,2,2,0,12
486,487.0,6,2,1,2,0,6,0,1,1,1,1,0,2,1,1,1,2
487,488.0,1,1,1,0,1,3,5,1,2,2,1,0,0,2,1,1,10
488,489.0,0,2,0,0,2,0,0,4,2,4,3,0,2,0,2,0,5
489,490.0,1,4,1,0,2,2,3,2,3,1,3,1,0,0,1,0,1
490,491.0,2,2,1,1,1,0,2,1,0,1,2,1,2,5,5,1,0
491,492.0,0,1,0,2,1,2,1,1,0,0,2,1,0,2,0,3,13
492,493.0,2,2,2,1,0,0,2,2,2,2,3,0,2,1,1,1,5
493,494.0,2,4,2,1,1,4,1,2,1,1,0,0,3,2,6,1,4
494,495.0,4,2,1,3,1,2,1,3,1,0,0,2,2,2,1,1,2
495,496.0,0,2,2,2,1,0,3,1,2,0,0,0,1,2,3,2,2
496,497.0,3,0,2,0,2,0,4,4,2,2,0,0,3,3,1,2,5
497,498.0,2,0,1,1,1,2,3,2,1,3,1,1,4,4,0,1,12
498,499.0,1,1,3,4,1,1,1,3,3,1,2,1,3,3,0,2,9
499,500.0,2,1,3,3,0,0,2,3,2,1,2,2,4,2,1,0,5
500,501.0,1,1,1,0,3,2,1,1,1,0,3,0,4,2,1,0,5
501,502.0,2,4,4,1,1,5,1,1,3,0,0,3,1,2,4,2,8
502,503.0,3,2,3,0,1,1,2,1,3,4,0,1,4,5,1,1,0
503,504.0,2,1,2,0,1,1,5,2,2,2,3,1,1,2,3,0,1
504,505.0,0,4,1,0,1,2,3,2,2,2,2,0,0,1,1,0,5
505,506.0,7,3,3,1,1,4,4,3,2,1,0,0,2,1,2,1,3
506,507.0,1,1,1,1,1,1,2,2,1,0,4,3,1,3,3,0,3
507,508.0,4,1,1,2,1,3,1,1,1,0,1,0,3,2,2,2,2
508,509.0,0,3,0,2,2,0,1,1,3,1,2,2,1,2,0,0,5
509,510.0,2,3,3,1,2,2,0,2,0,2,2,0,1,2,2,2,0
510,511.0,4,3,3,1,0,0,0,2,2,1,0,3,0,2,2,1,4
511,512.0,2,1,3,1,2,0,3,3,2,2,1,0,0,4,0,2,10
512,513.0,1,0,2,1,5,0,4,2,1,3,5,2,1,2,0,2,1
513,514.0,2,1,1,2,1,2,3,1,0,2,2,2,0,1,0,2,2
514,515.0,2,1,2,4,1,0,3,0,4,3,0,1,1,1,2,3,10
515,516.0,1,3,1,1,0,3,1,1,1,2,2,2,1,3,2,2,0
516,517.0,1,2,1,1,3,2,4,2,0,3,1,1,0,2,0,2,2
517,518.0,1,2,0,0,2,2,5,5,0,2,3,1,0,1,2,0,3
518,519.0,3,1,3,0,2,1,2,1,1,2,1,0,4,1,0,1,0
519,520.0,3,1,1,1,2,2,4,3,3,0,2,1,2,2,3,2,1
520,521.0,0,0,2,1,1,0,1,4,3,1,2,0,3,2,2,1,9
521,522.0,1,5,2,2,1,3,1,1,2,7,2,1,2,1,1,1,3
522,523.0,1,2,0,3,1,0,2,0,3,1,2,3,1,1,0,2,12
523,524.0,1,3,2,2,1,1,0,2,1,1,0,1,1,0,1,2,11
524,525.0,0,0,2,1,0,0,1,4,1,4,1,3,0,0,2,0,2
525,526.0,2,8,1,1,2,5,1,7,2,2,5,1,3,2,3,0,6
526,527.0,4,3,0,2,0,0,0,1,1,2,1,0,2,2,3,3,2
527,528.0,2,2,1,0,4,1,1,0,2,1,4,0,2,2,2,1,1
528,529.0,1,3,2,1,0,1,2,3,3,3,0,1,2,4,0,3,10
529,530.0,0,3,1,1,2,2,1,2,3,1,1,0,1,2,2,1,5
530,531.0,1,1,3,1,2,2,0,1,1,2,1,2,3,0,5,0,4
531,532.0,2,1,1,4,1,1,4,2,3,3,4,0,3,1,2,0,9
532,533.0,1,2,2,2,1,1,0,2,0,4,3,3,3,4,5,0,4
533,534.0,2,1,2,1,0,1,1,5,1,0,2,3,3,1,1,0,3
534,535.0,2,3,1,1,1,0,3,1,3,3,2,2,1,4,4,1,3
535,536.0,0,1,1,1,0,2,1,2,4,1,2,5,0,1,3,1,8
536,537.0,1,0,3,0,2,1,2,4,3,1,1,2,2,1,1,1,3
537,538.0,2,1,1,0,1,1,1,2,2,4,2,2,2,3,5,0,8
538,539.0,1,2,0,0,1,1,2,2,2,2,0,1,0,2,6,0,4
539,540.0,1,2,2,2,1,3,2,0,1,1,1,1,2,3,2,0,2
540,541.0,0,4,1,3,2,1,1,1,1,1,2,2,2,1,2,0,0
541,542.0,0,0,1,2,1,0,1,0,0,1,3,2,2,2,3,0,2
542,543.0,1,3,2,1,1,0,1,2,4,1,2,2,0,1,0,1,5
543,544.0,0,2,1,1,1,1,1,3,0,2,1,2,0,2,3,2,11
544,545.0,1,3,1,1,0,0,2,5,1,1,0,0,3,2,0,1,10
545,546.0,3,3,0,0,1,1,2,2,2,1,2,2,2,1,3,0,8
546,547.0,0,0,1,4,1,2,1,3,0,1,3,2,1,1,0,3,10
547,548.0,0,1,3,2,2,0,1,2,3,0,1,1,0,0,0,3,10
548,549.0,1,1,2,2,2,1,2,2,2,3,0,0,0,0,0,2,13
549,550.0,2,3,2,0,1,1,4,6,2,1,1,1,2,2,1,3,1
550,551.0,0,1,3,1,1,1,3,1,1,1,3,1,1,4,1,3,5
551,552.0,1,1,0,3,2,1,0,2,1,1,1,1,0,2,2,3,13
552,553.0,1,2,2,0,1,0,1,1,2,3,3,1,1,4,1,1,5
553,554.0,0,3,0,2,0,2,0,2,1,2,1,2,3,1,3,0,14
554,555.0,2,1,0,2,1,0,2,0,1,3,1,0,0,0,3,1,13
555,556.0,2,0,1,2,1,2,0,2,2,3,0,1,1,1,2,1,13
556,557.0,0,2,3,2,1,2,1,1,2,0,1,2,2,1,2,2,0
557,558.0,0,0,1,0,3,1,2,2,3,1,3,2,2,2,3,3,1
558,559.0,3,4,0,1,2,1,1,4,2,0,2,1,1,1,2,3,3
559,560.0,6,3,2,2,1,0,2,4,1,0,1,0,3,2,1,2,12
560,561.0,2,4,2,1,1,3,0,3,2,1,2,3,3,0,0,0,8
561,562.0,1,0,1,4,2,1,0,1,6,1,1,3,1,1,1,1,9
562,563.0,1,1,4,1,2,2,1,2,1,0,5,4,1,1,3,0,8
563,564.0,0,0,3,4,0,2,1,1,1,3,2,0,2,2,1,2,10
564,565.0,2,1,2,2,1,1,1,3,1,3,1,2,2,1,3,3,0
565,566.0,4,4,3,1,1,2,1,3,1,2,3,2,2,3,1,1,3
566,567.0,1,1,0,0,1,0,1,2,1,1,0,2,1,2,2,5,11
567,568.0,1,0,0,0,2,3,2,3,2,1,1,3,1,1,0,1,12
568,569.0,1,4,1,1,2,1,1,4,0,3,2,1,3,0,6,2,8
569,570.0,0,1,2,0,1,3,0,0,2,2,3,2,3,2,3,2,3
570,571.0,2,1,1,2,1,1,0,1,1,0,0,4,3,1,5,1,7
571,572.0,2,1,2,1,1,1,3,3,1,0,3,1,0,1,4,1,3
572,573.0,3,1,2,1,3,4,1,1,1,1,4,3,1,1,2,0,8
573,574.0,2,2,6,2,1,2,3,1,1,0,0,2,1,2,1,2,14
574,575.0,1,0,2,0,1,1,3,0,3,3,2,4,2,2,3,2,8
575,576.0,3,4,2,2,2,0,2,1,1,4,0,2,6,3,0,2,4
576,577.0,3,3,2,1,2,1,0,2,1,2,1,2,2,3,1,1,0
577,578.0,0,0,2,3,1,1,0,3,1,1,3,0,2,3,1,1,10
578,579.0,2,0,0,1,3,2,1,2,2,3,1,0,2,1,6,1,0
579,580.0,1,0,1,1,3,3,1,3,4,1,2,0,1,2,1,3,9
580,581.0,1,4,0,3,1,2,0,1,5,2,0,3,0,2,1,2,12
581,582.0,2,3,1,3,1,1,0,1,3,1,0,2,1,4,2,0,2
582,583.0,2,0,1,0,1,0,3,2,1,4,1,0,2,2,4,0,2
583,584.0,3,2,1,1,6,2,3,0,2,2,1,1,2,2,0,2,0
584,585.0,2,1,0,3,0,2,0,3,3,2,1,1,1,1,4,0,12
585,586.0,0,2,1,2,0,0,3,2,2,1,1,0,1,2,1,1,10
586,587.0,1,3,1,1,0,5,3,0,1,3,2,1,2,2,1,0,0
587,588.0,2,0,4,5,0,3,3,0,2,1,3,0,4,0,1,1,9
588,589.0,1,4,1,0,5,0,3,2,1,1,1,1,1,2,3,2,4
589,590.0,4,0,0,1,0,1,1,4,1,1,0,0,1,4,5,2,2
590,591.0,0,4,0,0,2,1,4,1,1,2,0,1,1,4,6,0,4
591,592.0,1,0,3,2,2,2,1,4,0,1,0,1,2,4,3,3,2
592,593.0,2,2,2,2,2,1,2,1,1,2,3,0,1,2,2,1,5
593,594.0,2,0,3,1,2,3,1,1,0,3,2,2,1,0,6,0,4
594,595.0,1,2,2,1,2,4,2,2,2,1,2,3,2,1,2,1,8
595,596.0,2,0,0,2,1,1,2,3,2,1,1,3,1,1,5,3,0
596,597.0,0,1,3,1,1,2,0,2,4,2,1,1,0,3,2,2,5
597,598.0,1,1,1,1,3,1,3,2,3,2,1,0,0,0,2,1,5
598,599.0,1,0,0,1,3,0,1,2,2,1,3,0,0,3,1,1,10
